파일명,정답_텍스트,추출_텍스트,추출_QR,글자인식_정확도(%)
normal_0027.png,(광고) [스타벅스] 고객님께만 드리는 BOGO(1+1) 쿠폰이 도착했습니다. 지금 바로 앱에서 확인하고 시원한 여름을 즐기세요! 무료수신거부 080-758-1018,(광고)[스타벅스] 고객님께만 드리는 BOGO(1+1) 쿠폰이 도착했습니다. 지금 바로 앱에서 확인하고 시원한 여름을 즐기세요! 무료수신거부 080-758-1018,,100
normal_0028.png,[KORAIL] 열차 출발 안내 잠시 후 열차가 출발합니다. 승차권의 호차와 좌석번호를 다시 확인해 주세요.,[KORAIL] 열차 출발 안내 잠시 후 열차가 출발합니다.승차권의 호차와 좌석번호를 다시 확인해 주세요.,,100
normal_0029.png,[민원24] 신청하신 서류 발급이 완료되었습니다. 홈페이지에서 출력 가능합니다.,[민원24] 신청하신 서류 발급이 완료되었습니다. 홈페이지에서 출력 가능합니다.,,100
normal_0030.png,오늘 오전 외부 미팅으로 인해 오전 10시 30분에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 오전 10시 30분 에 사무실 복귀 예정입니다.급한 건은 전화 주 세요.,,100
normal_0031.png,[KORAIL] 열차 출발 안내 잠시 후 열차가 출발합니다. 승차권의 호차와 좌석번호를 다시 확인해 주세요.,잠시 후 열차가 출발합니다.승차권의 호차와 좌석번 호를 다시 확인해 주세요. KORAIL,,76.74
normal_0032.png,벌써 종강이네! 이번 학기 고생 많았고 내일 수업 끝나고에 다 같이 파티 한 번 하자.,벌써종강이네!이번 학기 고생많았고 내일수업 끝나고에 다 같이 파티 한 번 하자.,,100
normal_0033.png,나 배터리가 없어서 곧 꺼질 것 같아. 도착하면 할아버지한테 전화할게!,나 배터리가 없어서 곧 꺼질 것 같아.도착하면 할아버 지한테 전화할게!,,100
normal_0034.png,[11번가] 주문하신 상품이 출고되었습니다. 송장번호: 3240-4713 배송조회: https://m.11번가.com,[11번가] 주문하신 상품이 출고되었습니다. 송장번호:3240-4713 배송조회:https://m.11번가.com,,100
normal_0035.png,"한준영 대리님, 아까 말씀하신 캡스톤 디자인 예산안 오타 수정해서 다시 보냈습니다.","한준영 대리님,아까 말씀하신 캡스톤 디자인 예산안 오타 수정해서 다시 보냈습니다.",,100
normal_0036.png,[IT지원] PC 보안 프로그램 업데이트가 필요합니다. 오늘 퇴근 전까지 전까지 재부팅 부탁드립니다.,[IT지원] PC 보안 프로그램 업데이트가 필요합니 다.오늘 퇴근 전까지 전까지 재부팅 부탁드립니다,,98.88
normal_0037.png,"수진야, 이번 주말에 코엑스 몰에서 운동 하는 거 맞지?","수진야,이번 주말에 코엑스 몰에서 운동 하는 거 맞 지?",,100
normal_0038.png,"과장님, 금일 갑작스러운 개인 사정으로 점심시간 직후부터 반차 사용하고자 합니다. 결재 부탁드립니다.","그[7  은융 과장님, 금일 갑작스러운 개인 사정으로 점심시간",,59.15
normal_0039.png,(광고) [야놀자] 고객님의 포인트 2468P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-194-7503,(광고) [야놀자] 고객님의 포인트 2468P가 3일 뒤 소멸 예정입 니다.사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-194-7503,,100
normal_0040.png,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택: 전 상품 18% 쿠폰 제공 무료수신거부 080-321-2222,(광고)[다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택:전 상품 18% 쿠폰 제공 무료수신거부 080-321-2222,,100
normal_0041.png,미안! 지하철이 연체돼서 우리 집 앞 편의점까지 한 15분 정도 늦을 것 같아. 먼저 들어가 있어!,미안!지하철이 연체돼서 우리 집 앞 편의점까지 한 15분 정도 늦을 것 같아.먼저 들어가 있어!,,100
normal_0042.png,[국민카드] 해외승인 알림 $ 389.91 03/29 21:05 이용처: AGODA,[국민카드] 해외승인 알림 $ 389.91 03/29 21:05 이용처:AGODA,,100
normal_0043.png,"(광고) [올리브영] 고객님, 장바구니에 담아두신 상품이 세일 중입니다. 품절되기 전에 확인하세요! 무료수신거부 080-418-7907","(광고)[올리브영] 고객님,장바구니에 담아두신 상품이 세일 중입니 다. 품절되기 전에 확인하세요! 무료수신거부 080-418-7907",,100
normal_0044.png,"[현대카드] 승인안내 1,410,000원 2개월 할부 03/29 21:05 이용처: SK에너지 누적: 3,680,000원","[현대카드]승인안내 1,410,000원 2개월'할부 03/29 21:05 이용처:SK에너지 누적:3,680,000원",,99.13
normal_0045.png,"[쿠팡] 정기결제 완료 와우/유니버스 멤버십 이용료 4,990원이 결제되었습니다. 이번 달 혜택을 확인해보세요.","[쿠팡] 정기결제 완료 와우/유니버스 멤버십 이용료4,990원이 결제되 었습니다.이번 달 혜택을 확인해보세요.",,100
normal_0046.png,[기상청] 금일 16시부로 수도권 지역 한파주의보 발효. 건강관리에 유의하시기 바랍니다.,[기상청] 금일 16시부로 수도권 지역 한파주의보 발 효.건강관리에 유의하시기 바랍니다.,,100
normal_0047.png,"본부장님, 고객 만족도 조사 건으로 잠시 대화 가능할까요? 오전 10시 30분에 찾아뵙겠습니다.","본부장님,고객 만족도 조사 건으로 잠시 대화 가능 할까요?오전 10시 30분에 찾아뵙겠습니다.",,100
normal_0048.png,"[국민카드] 카드 대금 명세서 이번 달 결제 예정금액: 2,390,000원 결제일: 22일 명세서는 앱에서 확인 가능합니다.","[국민카드]카드 대금 명세서 이번 달 결제 예정금액:2,390,000원 결제일:22일 명세서는 앱에서 확인 가능합니다.",,100
normal_0049.png,오늘 오전 외부 미팅으로 인해 점심시간 직후에 사무실 복귀 예정입니다. 급한 건은 전화 주세요.,오늘 오전 외부 미팅으로 인해 점심시간 직후에 사무실 복귀 예정입니다.급한 건은 전화 주세요.,,100
normal_0050.png,"할머니, 비 온다는데 우산 챙기셨어요? 나갈 때 옷 따뜻하게 입으세요.","할머니,비 온다는데 우산 행기셨어요?나갈 때 옷 따뜻하게 입으세요.",,96.67
normal_0051.png,[국세청] 연말정산 간편제출 서비스 이용을 위해 인증번호 [558332]를 입력하세요.,[국세청] 연말정산 간편제출 서비스 이용을 위해 인증 번호[558332]를 입력하세요.,,100
normal_0052.png,"형, 저 오늘 운동 때문에 좀 늦을 것 같아요. 저녁 먼저 드세요!","형,저 오늘 운동 때문에 좀 늦을것같아요.저녁 먼저 드세요!",,100
normal_0053.png,[국세청] 전자문서 도착 안내 본인인증 후 내용을 확인하시기 바랍니다. 확인하기: https://hometax.go.kr,[국세청] 전자문서 도착 안내 본인인증 후 내용을 확인하시기 바랍니다. 확인하기:https://hometax.go.kr .,,99.13
normal_0054.png,(광고) [무신사] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남지 않았습니다. 서둘러 확인하세요! 무료수신거부 080-239-6068,(광고)[무신사] [품절임박] 고객님이 찜하신 상품의 재고가 얼마 남 지 않았습니다. 서둘러 확인하세요! 무료수신거부 080-239-6068,,100
normal_0055.png,"(광고) [야놀자] [여름휴가 얼리버드] 국내 숙소 최대 50,000원 할인권 발급! 지금 예약하면 8월 휴가비가 절반으로. 무료수신거부 080-463-5803","(광고)[야놀자] [여름휴가 얼리버드] 국내 숙소 최대 50,000원 할 큰륨 지금 예약하면 8월 휴가비가 절반으로. 무료수신거부 080-463-5803",,95.1
normal_0056.png,"(광고) [배달의민족] 고객님, '더귀한분' 등급 유지를 위해 주문 1회가 부족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-566-9216","(광고) [배달의민족] 고객님,'더귀한분'등급 유지를 위해 주문 1회 가 부족해요! 이 달의 혜택을 놓치지 마세요. 무료수신거부 080-566-9216",,100
normal_0057.png,"김철수 본부장님, 요청하신 신규 플랫폼 런칭 관련 분석 보고서 메일 발송했습니다.","분석 보고서 메일 발송했습니다. 김철수 본부장님,요청하신 신규 플랫폼 런칭 관련",,60
normal_0058.png,(광고) [야놀자] 고객님의 포인트 1275P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-735-8416,(광고) [야놀자] 고객님의 포인트 1275P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-735-8416,,100
normal_0059.png,(광고) [스타벅스] 고객님께만 드리는 BOGO(1+1) 쿠폰이 도착했습니다. 지금 바로 앱에서 확인하고 시원한 여름을 즐기세요! 무료수신거부 080-241-1434,(광고) [스타벅스] 고객님께만 드리는 BOGO(1+1)쿠폰이 도착했습 니다.지금 바로 앱에서 확인하고 시원한 여름을 즐기세요! 무료수신거부 080-241-1434,,100
normal_0060.png,"주임님, 상반기 성과지표 건으로 잠시 대화 가능할까요? 오전 10시 30분에 찾아뵙겠습니다.","주임님,상반기 성과지표 건으로 잠시 대화 가능할까요 ?오전 10시 30분에 찾아뵙겠습니다.",,100
normal_0061.png,"누나, 비 온다는데 우산 챙기셨어요? 나갈 때 옷 따뜻하게 입으세요.","누나,비 온다는데 우산 행기셨어요?나갈 때 옷 따뜻하게 입으세요.",,96.55
normal_0062.png,[네이버] 계정 복구 코드는 [952147]입니다. 코드를 공유하지 마세요.,[네이[버] 계정 복구 코드는 [952147]입니다.코드를 공유하지 마세요.,,98.59
normal_0063.png,"사원님, 신규 플랫폼 런칭 건으로 잠시 대화 가능할까요? 이번 주 금요일에 찾아뵙겠습니다.","할까요?이번 주 금요일에 찾아뵙겠습니다. 사원님,신규.플랫폼 런칭 건으로 잠시 대화 가능",,48.1
normal_0064.png,[대한항공] 항공권 예매 완료 예약번호: ABC12D 노선: 인천(ICN)->방콕(BKK) 일시: 03/29 21:05 출발 3시간 전 카운터 방문 바랍니다.,[대한항공] 항공권 예매 완료 예약번호:ABC12D 노선:인천(ICN)->방콕(BKK) 일시: 03/2921:05 출발 3시간 전 카운터 방문 바랍니다.,,100
normal_0065.png,[CGV] 예매완료 안내 03/29 21:05 영화: 듄: 파트2 인원: 성인 2명 상영관: 8관 즐거운 관람 되세요.,[CGV]예매완료 안내 03/29 21:05 영화:둔:파트2 인원:성인2명 상영관:8관 즐거운 관람 되세요.,,98.04
normal_0066.png,[국세청] 연말정산 간편제출 서비스 이용을 위해 인증번호 [514040]를 입력하세요.,[국세청] 연말정산 간편제출 서비스 이용을 위해 인증번호 [514040]를 입력하세요.,,100
normal_0067.png,"박지민 씨, 아까 공유해준 신규 플랫폼 런칭 파일 수정사항 반영해서 다시 전달 부탁해요.","박지민 씨,아까 공유해준 신규 플랫폼 런칭 파 일 수정사항 반영해서 다시 전달 부탁해요.",,100
normal_0068.png,방금 할아버지 계좌로 용돈 보냈어요. 확인해보시고 맛있는 거 사 드세요!,방금 할아버지 계좌로 용돈 보냈어요.확인해보 시고 맛있는 거 사 드세요! .,,98.41
normal_0069.png,할아버지! 아까 말한 충전기 식탁 위에 올려놨으니까 확인해 보세요.,할아버지! 아까 말한 충전기 식탁 위에 올려났으 니까 확인해 보세요.,,96.55
normal_0070.png,"주임님, 신규 플랫폼 런칭 건으로 잠시 대화 가능할까요? 이번 주 금요일에 찾아뵙겠습니다.","주임님,신규 플랫폼 런칭 건으로 잠시 대화 가 능할까요?이번 주 금요일에 찾아뵙겠습니다.",,100
normal_0071.png,"엄마, 저 오늘 전공 과제 때문에 좀 늦을 것 같아요. 저녁 먼저 드세요!","엄마,저 오늘 전공 과제 때문에 좀 늦을 것 같아요.저 녁 먼저 드세요!",,100
normal_0072.png,혹시 운동 교안 찍어서 보내줄 수 있는 사람? 나 오늘 몸이 안 좋아서 못 갔어 ㅠㅠ,혹시 운동 교안 찍어서 보내줄 수 있는 사람?나 오 늘 몸이 안 좋아서못 갔어 ㅠㅠ,,100
normal_0073.png,(광고) [CGV] [생일축하] 고객님의 생일을 축하하며 매점 콤보 50% 할인권을 드립니다. 행복한 영화 관람 되세요! 무료수신거부 080-459-5834,(광고) [CGV] [생일축하] 고객님의 생일을 축하하며 매점 콤보 50% 할인권을 드립니다.행복한 영화 관람 되세요! 무료수신거부 080-459-5834,,100
normal_0074.png,[대한항공] 항공권 예매 완료 예약번호: ABC12D 노선: 인천(ICN)->나리타(NRT) 일시: 03/29 21:05 출발 3시간 전 카운터 방문 바랍니다.,[대한항공]항공권 예매 완료 예약번호:ABC12D 노선:인천(ICN)->나리타(NRT) 일시: 03/2921:05 출발 3시간 전 카운터 방문 바랍니다.,,100
normal_0075.png,(광고) [CGV] 기다리던 기대작 '블록버스터' 개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기: https://cgv.kr/search 무료수신거부 080-958-7670,(광고) [CGV] 기다리던 기대작'블록버스터'개봉! 지금 예매하 고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기:https://cgv.kr/search 무료수신거부 080-958-7670,,100
normal_0076.png,[CGV] 예매완료 안내 03/29 21:05 영화: 인사이드 아웃 2 인원: 성인 2명 상영관: 5관 즐거운 관람 되세요.,[CGV] 예매완료 안내 03/29 21:05 영화:인사이드 아웃2 인원:성인 2명 상영관:5관  즐거운 관람 되세요.,,100
normal_0077.png,(광고) [다이소] 신규 컬렉션 런칭! 오직 다이소에서만 만날 수 있는 단독 할인 혜택을 확인하세요. 혜택: 전 상품 12% 쿠폰 제공 무료수신거부 080-464-3234,무료수신거부 080-464-3234 혜택: 전 상품12% 쿠폰 제공 여어릉을를눌 어 [어그](운),,30.25
normal_0078.png,"[신한은행] 입금알림 1,090,000원 03/29 21:05 잔액: 40,800,000원 보낸이: 근로복지공단","• 원x눔근:애 잔액:40,800,000원 03/29 21:05 1,090,000원 물륨은팅 [긍희|]",,48.08
normal_0079.png,"강민석 주임님, 요청하신 차세대 보안 솔루션 관련 분석 보고서 메일 발송했습니다.","강민석 주임님,요청하신 차세대 보안 솔루션 관련 분 석 보고서 메일 발송했습니다.",,100
normal_0080.png,[IT지원] PC 보안 프로그램 업데이트가 필요합니다. 오늘 퇴근 전까지 전까지 재부팅 부탁드립니다.,[IT지원]PC 보안 프로그램 업데이트가 필요합 니다.오늘 퇴근 전까지 전까지 재부팅 부탁드립 니다.,,100
normal_0081.png,(광고) [CGV] 기다리던 기대작 '블록버스터' 개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기: https://cgv.kr/search 무료수신거부 080-449-7822,(광고) [CGV] 기다리던 기대작'블록버스터'개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기:https://cgv.kr/search 무료수신거부 080-449-7822,,100
normal_0082.png,(광고) [CGV] 기다리던 기대작 '블록버스터' 개봉! 지금 예매하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기: https://cgv.kr/search 무료수신거부 080-998-3677,(광고)[CGV] 기다리던 기대작'블록버스터'개봉! 지금 예매 하고 포토플레이 소장 기회를 놓치지 마세요. 상영시간표 확인하기:https://cgv.kr/search 무료수신거부 080-998-3677,,100
normal_0083.png,"야, 이번 전공 과제 제출 기한 오늘 저녁 7시까지로 연장됐대! 대박이지.","야,이번 전공 과제 제출 기한 오늘 저녁 7시까 지로 연장됐대!대박이지.",,100
normal_0084.png,"정다은 님, 이번 주 목요일 연차 신청 인트라넷에 상신했습니다. 신규 플랫폼 런칭 인계해두었습니다.","정다은 님,이번 주 목요일 연차 신청 인트라넷에 상신 했습니다.신규 플랫폼 런칭 인계해두었습니다.",,100
normal_0085.png,(광고) [스타벅스] 고객님께만 드리는 BOGO(1+1) 쿠폰이 도착했습니다. 지금 바로 앱에서 확인하고 시원한 여름을 즐기세요! 무료수신거부 080-480-8896,(광고)[스타벅스] 고객님께만 드리는 BOGO(1+1) 쿠폰이 도착했습니 다.지금 바로 앱에서 확인하고 시원한 여름을 즐 기세요! 무료수신거부 080-480-8896,,100
normal_0086.png,"혜진야, 내일 수업 끝나고에 우리 집 앞 편의점에서 스터디 모임 하는 거 맞지?","혜진야,내일 수업 끝나고에 우리 집 앞 편의점에 서 스터디 모임 하는 거 맞지?",,100
normal_0087.png,(광고) [야놀자] 고객님의 포인트 3502P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-458-2172,(광고)[야놀자] 고객님의 포인트 3502P가 3일 뒤 소멸 예정입니다. 사라지기 전에 여행 계획 세워보세요! 무료수신거부 080-458-2172,,100
normal_0088.png,"이영희 주임님, 요청하신 신규 플랫폼 런칭 관련 분석 보고서 메일 발송했습니다.","이영희 주임님,요청하신 신규 플랫폼 런칭 관련 분석 보고서 메일 발송했습니다.",,100
normal_0089.png,다들 고생 많으셨습니다. 이번 상반기 성과지표 성공 기념으로 점심시간 직후에 부서 회식 진행하겠습니다.,다들 고생 많으셨습니다.이번 상반기 성과지표 성 공 기념으로 점심시간 직후에 부서 회식 진행하겠 습니다.,,100
normal_0090.png,방금 집에 잘 도착했어. 기준 너도 조심히 들어가고 내일 보자.,방금 집에 잘 도착했어.기준 너도 조심히 들어가 고 내일 보자.,,100
normal_0091.png,이번 주말에 시간 돼? 오랜만에 애들이랑 홍대 입구에서 얼굴 좀 보자.,이번 주말에 시간 돼?오랜만에 애들이랑 홍대 입구에 서얼굴 좀 보자.,,100
normal_0092.png,합격 축하해! 드디어 고생한 보람이 있네 ㅠㅠ 이따가 중앙도서관 3층에서 내가 쏠게!,따가 중앙도서관 3층에서 내가 쓸게! |아이이그해,,51.72
normal_0093.png,방금 스터디 모임 자료 단톡방에 올렸어. 대권 너만 확인하면 될 듯!,방금 스터디 모임 자료 단톡방에 올렸어.대권 너 만 확인하면 될 듯!,,100
normal_0094.png,"김철수 과장님, 요청하신 신규 플랫폼 런칭 관련 분석 보고서 메일 발송했습니다.",분석 보고서 메일 발송했습니다. 성를연터을을 무터을,,49.12
normal_0095.png,(광고) [스타벅스] Winter 시즌 음료 출시! 사이렌 오더로 주문 시 별 3개 추가 적립 혜택을 드립니다. 대상: 스타벅스 리워드 회원 기간: ~03/29 무료수신거부 080-194-7480,(광고) [스타벅스] Winter 시즌 음료 출시!사이렌 오더로 주문 시 별 3개 추가 적립 혜택을 드립니다. 대상:스타벅스 리워드 회원 기간:~03/29 무료수신거부 080-194-7480,,100
normal_0096.png,[인사팀] 이번 주 금요일까지 법정 의무 교육 미이수자는 수강 완료 바랍니다. 링크: https://docs.google.com/spreadsheets/d/work123,[인사팀]이번 주 금요일까지 법정 의무 교육 미이수 자는 수강 완료 바랍니다.링크: https://docs.google.com/spreadsheets/d/work123,,100
normal_0097.png,[마케팅팀] 이번 상반기 인사이동 및 조직 개편 확정 공지입니다. 그룹웨어 게시판을 확인하세요.,[마케팅팀]이번 상반기 인사이동 및 조직 개편 확 정 공지입니다.그룹웨어 게시판을 확인하세요.,,100
normal_0098.png,[인사팀] 이번 상반기 인사이동 및 조직 개편 확정 공지입니다. 그룹웨어 게시판을 확인하세요.,[인사팀]이번 상반기 인사이동 및 조직 개편 확 정 공지입니다.그룹웨어 게시판을 확인하세요.,,100
normal_0099.png,"조세희 대리님, 아까 말씀하신 상반기 성과지표 예산안 오타 수정해서 다시 보냈습니다.","조세희 대리님,아까 말씀하신 상반기 성과지표 예산 안 오타 수정해서 다시 보냈습니다.",,100
normal_0100.png,혹시 영화 보기로 한 거 교안 찍어서 보내줄 수 있는 사람? 나 오늘 몸이 안 좋아서 못 갔어 ㅠㅠ,혹시 영화 보기로 한 거 교안 찍어서 보내줄 수 있는 사람?나 오늘 몸이 안 좋아서 못 갔어 ㅠ π,,97.3
normal_0101.png,"강민석 사원님, 요청하신 차세대 보안 솔루션 관련 분석 보고서 메일 발송했습니다.","강민석 사원님,요청하신 차세대 보안 솔루션 관련 분석 보고서 메일 발송했습니다.",,100
normal_0102.png,[정부24] 간편인증 완료 안내 이용업무: 민원신청/조회 일시: 2026-03-29 21:05,[정부24]간편인증 완료 안내 이용업무:민원신청/조회 일시:2026-03-2921:05,,100
