파일명,정답_텍스트,추출_텍스트,추출_QR,글자인식_정확도(%)
smishing_1388.png,[질병관리청] 실업급여 수급 자격 /인정 통지서 발급. 실업인정일 및 지급액 확인을 위해 보안 문서를 열람하세요: http://vo.la/kr_7004,[질병관리청] 실업급여 수급 자격 /인정 통지서 발 급.실업인정일 및 지급액 확인을 위해 보안 문서 를 열람하세요: https://vo.la/kr_7004,,99.28
smishing_1927.png,엄마 나 지금 임시폰이야! 카톡 아이디 새로 만들었으니까 이 링크로 친구추가 해줘. 물어볼 거 있어: http://153.201.33.21/info ..,엄마 나 지금 임시폰이야!카톡 아이디 새로 만들었 으니까 이 링크로 친구추가 해줘.물어볼 거 있어:https://153.201.33.21/info..,,99.28
smishing_0817.png,[Web발신] [인천공항세관] 해외직구 물품  통관번호 불일치로 검사가 지연중입니다. 금일 마감 전 번호 재입력 필요. ■재입력: http://223.178.62.90/info,[Web발신] [인천공항세관] 해외직구 물품 통관번호 불일치로 검사가 지연중입니다.금일 마감 전 번호 재입력 필 요.재입력:https://223.178.62.90/info,,98.78
smishing_1488.png,[경찰청교통민원] 귀하께서는 [폐기물관리법] 위반 쓰레기 무단투기로 단속되었습니다. 현장 사진 및 위반 장소 확인: http://223.105.89.99/info,[경찰청교통민원] 귀하께서는 [폐기물관리법] 위반 쓰레기 무단투기로 단속되었습니다.현장 사진 및 위반 장소 확인:https://223.105.89.99 /info,,99.35
smishing_0725.png,"(광고) [신한카드 ] 고객님은 정부지원 대환대출(저금리) 대상자입니다. - 한도: 최대 5,000만원 - 금리: 연 2.9%~ 당일 신청 마감되오니 빠른 확인 바랍니다. ■신청하기: http://scam-safe-74.cc","(광고)[신한카드] 고객님은 정부지원 대환대출(저금리)대상자입니 다. -한도:최대5,000만원 -금리:연2.9%~ 당일'신청 마감되오니 빠른 확인 바랍니다. @신청하기: https://scam-safe-74.cc",,98.08
smishing_1018.png,[오아시스마켓] 주문 상품 품절로 인한 보상 쿠폰 3만원권이 발급되었습니다. 유효기간 만료 전 등록하고 사용하세요. ■쿠폰등록: http://vo.la/kr_3698 ..,[오아시스마켓] 주문 상품 품절로 인한 보상 쿠폰 3 만원권이 발급되었습니다.유효기간 만료 전 등록하 고 사용하세요. 쿠폰등록: https://vo.la/kr_3698..,,98.73
smishing_0781.png,[KB국민은행] 보안경고. 새로운 환경(해외 IP)에서 로그인 시도가 감지되었습니다. 안전을 위해 계정이 임시 보호조치 되었습니다. ■본인인증 및 해제: http://scam-safe-34.cc,[KB국민은행] 보안경고. 새로운 환경(해외 IP)에서 로그인 시도가 감지되었습 니다. 안전을 위해 계정이 임시 보호조치 되었습니다. 본인인증 및 해제: https://scam-safe-34.cc,,98.9
smishing_0574.png,"[KB국민은행] 고객님은 정부지원 대환대출(저금리) 대상자입니다. - 한도: 최대 5,000만원 - 금리: 연 2.9%~ 당일 신청 마감되오니 빠른 확인 바랍니다. ■신청하기: http://255.39.78.85/info","[KB국민은행] 고객님은 정부지원 대환대출(저금리)대상자입 니다. -한도:최대5,000만원 -금리:연 2.9%~ 당일 신청 마감되오니 빠른 확인 바랍니다. 신청하기: https://255.39.78.85/info",,99.03
smishing_1035.png,[CU편의점택배] 점포 택배 수령 대기 중. 03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다. ■상세보기: http://vo.la/kr_6886,[CU편의점택배]점포 택배 수령 대기 중.03/27까지 미수령 시 본사 반송 및 추가 비용 청구됩니다.모상세 보기: https://vo.la/kr_6886,,97.9
smishing_1102.png,[GS25포스트박스] 택배 예약 결제 오류로 접수가 자동 취소되었습니다. 환불 내역 확인 및 재결제: http://scam-safe-36.cc _,[GS25포스트박스] 택배 예약 결제 오류로 접수가 자동 취소되었습니다.환불 내역 확인 및 재결제:https://sc am-safe-36.cc_,,99.26
smishing_1922.png,아빠 나 지금 휴대폰 본인인증이 안 돼서 결제를 못 하고 있어. 이. 링크 눌러서 대신 인증 좀 해주면 안 돼? 급해! http://scam-safe-39.cc,아빠 나 지금 휴대폰 본인인증이 안 돼서 결제를 못 하고 있어.이.링크 눌러서 대신 인증 좀 해주면 안 돼? 급해! https://scam-safe-39.cc,,99.27
smishing_0424.png,[다날] 보안경고. 새로운 환경(해외 IP)에서 로그인 시도가 감지되었습니다. 안전을 위해 계정이 임시 보호조치 되었습니다. ■본인인증 및 해제: http://vo.la/kr_5437,[다날]보안경고. 새로운 환경(해외 P)에서 로그인 시도가 감지되었 습니다. 안전을 위해 계정이 임시 보호조치 되었습니다. ㅁ본인인증 및 해제:https://vo.la/kr_5437,,97.65
smishing_1924.png,[부고] 저희 모친께서 별세하셨기에 삼가 알려드립니다. 장례식장: 서울아산병원 오시는 길 및 부의금 전달 안내: http://219.14.80.42/info ..,[부고] 저희 모친께서 별세하셨기에 삼가 알려드립 니다.장례식장:서울아산병원 오시는 길 및 부의금 전달 안내: https://219.14.80. 42/info..,,99.34
smishing_0433.png,[NH농협] 보안경고. 새로운 환경(해외 IP)에서 로그인 시도가 감지되었습니다. 안전을 위해 계정이 임시 보호조치 되었습니다. ■본인인증 및 해제: http://228.25._16.23/info,[NH농협]보안경고. 새로운 환경(해외 IP)에서 로그인 시도가 감지되었습니 다. 안전을 위해 계정이 임시 보호조치 되었습니다. 본인인증 및 해제: https://228.25._16.23/info,,98.91
smishing_0967.png,[W.e.b발신] [세븐일레븐택배] 편의점 보관함(BOX )에 물품이 장기 방치되어 보안 경고가 발생했습니다. 즉시 인증번호 확인 후 수령: http://scam-safe-62.cc,[W.e.b발신] [세븐일레븐택배]편의점 보관함(BOX)에 물 품이 장기 방치되어 보안 경고가 발생했습니다. 즉시인증번호 확인 후 수령:https://scam-saf e-62.cc,,99.42
smishing_0500.png,"[Apple] .고객님, 비정상적인 거액 이체(2,160,000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. ■확인: http://scam-safe-56.cc","[Apple].고객님,비정상적인 거액 이체(2,160,0 00원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. 확인: https://scam-safe-56.cc",,98.82
smishing_0919.png,[인천공항세관] 해외 발송 물품이 검역 대상으로 분류되어 압류 예정입니다. 상세 사유 확인 및 소명 자료 제출: http://230.147.98.10/info,[인천공항세관] 해외 발송 물품이 검역 대상으로 분 류되어 압류 예정입니다.상세 사유 확인 및 소명 자 료 제출: https://230.147.98.10/info,,99.31
smishing_1588.png,[검찰청] 정보통신망법 위반(불법 촬영물 유포) 혐의로 조사 대상에 포함되었습니다. 관련 증거 자료 확인 및 소명: http://bit.ly/update889.apk, 울[] 조사 대상에 포함되었습니다.관련 증거 자료 확인 및 소명: https://bit.ly/update889.apk,,81.2
smishing_1753.png,[초대장] 예준 & 하윤의 소중/한 날에 초대합니다. 모바일 청첩장을 클릭하여 식장 위치를 확인하세요: http://scam-safe-27.cc .,[초대장]예준& 하윤의 소중/한 날에 초대합니다.모바 일청첩장을클릭하여 식장위치를확인하세요:https://scam-safe-27.cc.,,99.27
smishing_1576.png,[국민건강보험] 정기 건강검진 결과 암 의심 소견이 발견되.었습니다. 정밀 검사 대상자 명단을 확인하십시오. ■결과조회: http://bit.ly/update852.apk /,[국민건강보험] 정기 건강검진 결과 암 의심 소견 이 발견되.었습니다.정밀 검사 대상자 명단을 확 인하십시오.ㅁ결과조회:https://bit.ly/update8 52.apk/,,98.18
smishing_1208.png,[행정안전부] 근로장려금 지급 대상자 선정 안내. 본인인증 후 수령 계좌를 등록하십시오. 미등록 시 지급 제외. ■등록: http://vo.la/kr_7893,[행정안전부] 근로장려금 지급 대상자 선정 안내.본인 인증 후 수령 계좌를 등록하십시오.미등록 시 지급 제 오[. 등록: https://vo.la/kr_7893,,96.55
smishing_0795.png,[Web발신] [토스뱅크] 해외결제 승인안내 US $601.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의바랍니다. ■문의접수: http://vo.la/kr_6466,[Web발신] [토스뱅크] 해외결제 승인안내 US $601.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의바랍니다. ㅁ문의접수:https://vo.la/kr_6466,,98.16
smishing_1796.png,[돌잔치] 저희 아이의 첫 번째 생일 파티에 초대합니다! 모바일 초대장 확인 후/ 참석 여부 체크 부탁드려요: http://scam-safe-21.cc,[돌잔치] 저희 아이의 첫 번째 생일 파티에 초대 합니다!모바일 초대장 확인 후/ 참석 여부 체크 부탁드려요: https://scam-safe-21.cc,,99.27
smishing_1853.png,"[부고] 저희 /조모상에 베풀어 주신 위로에 감사드립니다. 고인의 마지막 가시는 길, 모바일 부고장에서 확인 바랍니다: http://128.17.43.6/info","[부고] 저희 /조모상에 베풀어 주신 위로에 감사 드립니다.고인의 마지막 가시는 길,모바일 부고 장에서 확인 바랍니다: https://128.17.43.6/inf 0",,98.01
smishing_0753.png,[Web발신] [KB국민은행] 해외결제 승인안내 US $310.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의_바랍니다. ■문의접수: http://vo.la/kr_8438 -,[Web발신] [KB국민은행] 해외결제 승인안내 US $310.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의_바랍니다. ㅁ문의접수: https://vo.la/kr_8438-,,98.25
smishing_0971.png,"[CU편의점택배] 고객님, 편의점 택배 앱 업데이트 안내. 구버전 사용 시 배송 위치 추적이 불가합니다. ■업데이트: http://vo.la/kr_5107","[CU편의점택배] 고객님,편의점 택배 앱 업데 이트 안내.구버전 사용 시 배송 위치 추적이 불 가합니다.업데이트:https://vo.la/kr_5107",,98.59
smishing_0816.png,[로젠택배] 택배 분류 중 송장 오염으로 주소 식별 불가. 미확인 시 배송 불가합니다. ■주소재입력: http://vo.la/kr_6201,[로젠택배] 택배 분류 중 송장 오염으로 주소 식별 불가 .미확인 시배송 불가합니다.ㅁ주소재입력:https://v 0.la/kr_6201,,96.06
smishing_1012.png,[로젠택배] 택배 분류 중 송장 오염으로 주소 식별 불가. 미확인 시 배송 불가합니다. ■주소재입력: http://vo.la/kr_2278,[로젠택배] 택배 분류 중 송장 오염으로 주소 식별 불가. 미확인 시 배송 불가합니다.ㅁ주소재입력: https://vo.la/kr_2278,,97.64
smishing_0701.png,"[토스뱅크] 고객님은 정부지원 대환대출(저금리) 대상자입니다. - 한도: 최대 5,000만원 - 금리: 연 2.9%~ 당일 신청 마감되오니 빠른 확인 바랍니다. ■신청하기: http://bit.ly/chk986.apk _","[토스뱅크] 고객님은 정부지원 대환대출(저금리)대상자입니 다. -한도:최대5,000만원 -금리: 연 2.9%~ 당일'신청 마감되오니 빠른 확인 바랍니다. 신청하기: https://bit.ly/chk986.apk_",,98.54
smishing_0470.png,[KB국민은행] 해외결제 승인안내 US $572.00 결제완료. 본인이 아닐 경우 즉시 소비자원 문의.바랍니다. ■문의접수: http://bit.ly/app849.apk,[KB국민은행] 해외결제 승인안내 US $572.00 결제완료. {{A공[A는 ㅎ융릭이굼 문의접수:https://bit.ly/app849.apk,,78.43
smishing_1894.png,"저희 두 사람, 긴 기다림 끝에 하나가 됩니다. 바쁘시더라도 꼭 오셔서 축복해주세요. 청첩장 보기: http://bit.ly/update286.apk","저희 두 사람,긴 기다림 끝에 하나가 됩니다.바쁘시더 라도 꼭 오셔서 축복해주세요.청첩장 보기:https://bit .ly/update286.apk",,99.28
smishing_1437.png,[경찰청교통민원] 정보통신망법 위반(불법. 촬영물 유포) 혐의로 조사 대상에 포함되었습니다. 관련 증거 자료 확인 및 소명: http://bit.ly/update529.apk,[경찰청교통민원] 정보통신망법 위반(불법.촬영 물 유포)혐의로 조사 대상에 포함되었습니다.관 련 증거 자료 확인 및 소명:https://bit.ly/update 529.apk,,99.39
smishing_1183.png,[국제발신] [CU편의점택배] 택배 예약 결제 오류로 접수가 자동 취소되었습니다. 환불 내역 확인 및 재결제: http://vo.la/kr_7011,[국제발신] [CU편의점택배] 택배 예약 결제 오류로 접수가 자 동 취소되었습니다.환불 내역 확인 및 재결제:htt p://vo.la/kr_7011,,100.0
smishing_0460.png,"[국제발신] [NH농협] 고객님, 비정상적인 거액 이체(4,040,000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. ■확인: http://bit.ly/update538.apk","[국제발신] [NH농협] 고객님,비정상적인 거액 이체(4,040, 000원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. 확인: https://bit.ly/update538.apk",,98.94
smishing_1037.png,[CJ대한통운] 기사 사고로 인해 배송 지연 및 파손 확인이 필요합니다. 피해_ 물품 사진을 앱에서 확인하세요. ■앱설치: http://187.43.60.84/info .,[CJ대한통운]기사 사고로 인해 배송 지연 및 파손 확인이 필요합니다.피해_물품 사진을 앱 에서 확인하세요.ㅁ앱설치:https://187.43.60. 84/info.,,98.09
smishing_1419.png,[병무청] 채무 불이행에 따른 재산 명시 명령서 발부. 재산 목록 작성 및 제출 기일 확인 바랍니다. ■조회: http://bit.ly/app692.apk ..,다. 조회: https://bit.ly/app692.apk..          ],,59.62
smishing_1160.png,[오아시스마켓] 결제 수단 정보 만료로 정기 결제가 실패했습니다. 멤버십 혜택 유지를 위해 정보를 갱신하세요. ■정보갱신: http://vo.la/kr_9442,[오아시스마켓] 결제 수단 정보 만료로 정기 결제가 실 패했습니다.멤버십 혜택 유지를 위해 정보를 갱신하세 요.정보갱신: https://vo.la/kr_9442,,98.65
smishing_1078.png,[Web발신] [한진택배] 주소지 오류로 물품 배송이 중단되었습니다. 금일 내_ 수정되지 않으면 자동 반송됩니다. ■수정하기: http://bit.ly/app869.apk,니다.수정하기:https://bit.ly/app869.apk 습니다.금일 내_ 수정되지 않으면 자동 반송됩 [한진택배] 주소지 오류로 물품 배송이 중단되었 [Web발신],,28.4
smishing_1693.png,[초대장] 민준 & 지우의 _소중한 날에 초대합니다. 모바일 청첩장을 클릭하여 식장 위치를 확인하세요: http://125.150.76.34/info,[초대장]민준 & 지우의 _소중한 날에 초대합니 다.모바일 청첩장을 클릭하여 식장 위치를 확 인하세요: https://125.150.76.34/info,,99.29
smishing_0928.png,"[세븐일레븐택배] 고객님, 편의점 택배 앱 업데이트 안내. 구버전 사용 시 배송 위치 추적이 불가합니다. ■업데이트: http://scam-safe-79.cc","[세븐일레븐택배] 고객님,편의점 택배 앱 업데이트 안 내.구버전 사용 시 배송 위치 추적이불가합니다.업 데o트: https://scam-safe-79.cc",,97.26
smishing_1954.png,할아버지! 나 지금 급하게 편의점 기프트카드 사야 하는데 폰이 안 돼서 그래.. 아래 링크로 들어와서 대신 좀 사줘: http://139.143.86.49/info ..,할아버지!나 지금 급하게 편의점 기프트카드 사 H를티을러“ㄷ0극은0 와서 대신 좀사줘:https://139.143.86.49/info..,,77.46
smishing_1218.png,[국제발신] [국세청] 2026년 상반기 종합소득세 누락분 환급 안내. 오늘까지 신청하지 않으면 국고로 귀속.됩니다. ■즉시신청: http://186.174.55.45/info,[국제발신] [국세청] 2026년 상반기 종합소득세 누락분 환급 안 내. 오늘까지 신청하지 않으면 국고로 귀속.됩니다.ㅁ 즉시[신청: https://186.174.55.45/info,,97.65
smishing_0645.png,"[국제발신] [KB국민은행] 고객님, 비정상적인 거액 이체(3,480,000원)가 탐지되어 출금 정지되었습니다 . 즉시 본인 확인 바랍니다. ■확인: http://scam-safe-70.cc _","[국제발신] [KB국민은행] 고객님,비정상적인 거액 이체(3,480,0 00원)가 탐지되어 출금 정지되었습니다. 즉시 본인 확인 바랍니다. 확인: https://scam-safe-70.cc_",,98.91
smishing_1444.png,[질병관리청] 산재보험 가입 증명서 발급 오류 안내. 미조치 시 급여 지급이 중단될 수 있습니다. ■확인:  http://scam-safe-11.cc /,[질병관리청] 산재보험 가입 증명서 발급 오류 안내.미 조치 시 급여 지급이 중단될 수 있습니다.확인:htt p://scam-safe-1l.cc /,,97.78
smishing_1811.png,[초대장] 서준 & 서연의 소중한 날에 초대합니다. 모바일 청첩장을 클릭하여  식장 위치를 확인하세요: http://vo.la/kr_2729,[초대장]서준 & 서연의 소중한 날에 초대합니 다.모바일 청첩장을 클릭하여 식장 위치를 확 인하세요: https://vo.la/kr_2729,,99.22
